SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF
180500,6,1824,2,764,1,1919,1950,0.0,1,0,2.0,60.0,0,764,0
181000,6,1337,2,1405,2,1998,1999,0.0,0,266,2.0,34.0,144,0,68
183900,7,1452,2,691,2,1999,1999,218.0,0,450,2.0,35.0,0,739,34
122000,7,1889,1,925,1,1910,1950,0.0,1,0,1.0,60.0,0,925,0
378500,9,2018,3,2002,2,2008,2009,0.0,1,0,2.0,89.0,144,0,76
144000,5,1524,1,874,1,1958,1958,180.0,0,460,1.0,78.0,0,650,0
177000,6,1357,1,1019,1,1959,2006,84.0,1,719,1.0,124.0,0,0,0
139000,5,1250,2,661,2,1910,2003,0.0,1,0,2.0,53.0,242,589,0
137000,5,1920,2,928,2,1948,1950,567.0,0,220,1.0,95.0,0,992,0
68400,4,1128,2,698,1,1920,1950,0.0,0,0,1.0,60.0,30,430,0
227000,7,1573,2,1573,2,2002,2002,110.0,0,788,2.0,67.0,0,0,72
180000,7,1339,2,1309,2,1990,1990,54.0,1,1053,1.0,50.0,0,0,58
150500,5,1040,2,1040,2,1977,2008,0.0,0,532,1.0,61.0,0,0,0
169000,6,2447,1,804,2,1919,1990,0.0,1,0,2.0,50.0,272,748,0
132500,6,1412,1,780,1,1939,1950,0.0,1,0,1.0,50.0,45,587,0
278000,8,1659,2,1501,2,2000,2000,0.0,1,1158,2.0,40.0,212,0,59
281000,8,1970,3,1085,2,2006,2006,788.0,1,0,2.0,86.0,177,850,74
119500,5,1302,1,630,2,1972,1972,268.0,0,231,1.0,21.0,185,672,0
107500,5,2372,1,994,2,1892,1965,0.0,0,0,4.0,60.0,0,994,287
162900,7,1664,2,832,2,1976,1976,0.0,1,194,2.0,78.0,0,832,28
115000,5,864,2,864,1,1955,1990,0.0,0,167,1.0,60.0,0,0,0
138500,5,1052,1,1052,1,1968,1968,168.0,0,1016,1.0,70.0,356,0,0
155000,5,1128,2,1120,2,1963,1963,148.0,0,776,1.0,80.0,192,0,20
140000,6,1072,2,547,2,2005,2006,82.0,0,547,2.0,35.0,0,0,44
160000,10,5642,2,6110,2,2008,2008,796.0,3,5644,2.0,313.0,214,950,292
154000,5,1246,1,1246,1,1959,1994,0.0,0,340,1.0,75.0,218,0,0
290000,8,2526,3,1165,2,1994,1994,391.0,1,740,2.0,92.0,309,1323,78
232000,7,1616,3,1616,2,2005,2005,228.0,0,0,2.0,73.0,208,0,59
130000,7,1708,2,976,2,2004,2004,117.0,0,0,2.0,32.0,0,732,40
325000,9,1652,2,1652,2,2006,2007,300.0,2,1572,2.0,108.0,404,0,102
202500,7,1368,2,1368,2,2005,2006,94.0,1,0,2.0,48.0,132,0,35
138000,5,990,2,990,1,1994,1995,0.0,0,746,2.0,60.0,0,0,64
147000,5,1122,2,924,1,1948,2005,0.0,0,144,1.0,100.0,0,0,36
335000,7,1902,2,1902,2,1959,2002,0.0,2,1406,2.0,100.0,0,0,207
203000,7,1274,2,1274,2,2005,2007,80.0,0,925,2.0,68.0,264,0,98
333168,9,2599,3,1393,2,1999,1999,165.0,1,0,2.0,108.0,668,1177,30
119000,4,948,1,948,1,1954,1954,0.0,1,732,1.0,60.0,0,0,36
206900,6,2112,2,952,2,1969,1969,0.0,2,500,1.0,85.0,280,1020,0
295493,8,1630,3,1622,2,2008,2008,270.0,1,0,2.0,61.0,172,0,42
208900,7,1352,2,1352,2,2006,2007,0.0,1,0,2.0,47.0,0,0,241
111000,4,948,1,864,1,1954,1954,132.0,0,492,2.0,75.0,0,0,0
156500,6,1478,2,1478,1,1957,1957,0.0,2,189,1.0,70.0,114,0,0
190000,7,1923,2,750,2,1992,1992,0.0,1,674,2.0,107.0,240,862,39
147000,8,1795,3,1795,2,2006,2007,428.0,1,0,2.0,75.0,0,0,49
130500,5,816,1,816,1,1982,2008,0.0,1,641,1.0,60.0,0,0,0
256000,6,2792,2,1510,2,1920,1950,0.0,2,493,0.0,60.0,0,1208,547
176500,7,1632,2,935,2,1998,1998,0.0,1,0,2.0,63.0,0,677,28
227000,8,1588,3,1588,2,2006,2006,410.0,1,0,2.0,85.0,144,0,45
132500,5,954,2,911,1,1976,1976,0.0,0,483,1.0,55.0,0,0,0
100000,4,816,1,816,1,1938,1958,0.0,1,690,1.0,67.0,0,0,0
125500,5,1360,1,803,1,1938,1995,0.0,0,0,1.0,60.0,0,557,65
125000,5,1365,2,765,1,1970,1970,312.0,0,765,1.0,24.0,0,600,36
167900,6,1334,2,1350,2,1977,1977,360.0,1,686,1.0,80.0,0,0,16
135000,5,1656,2,1656,2,1973,1973,564.0,0,0,1.0,87.0,0,0,211
200000,7,1861,2,916,2,2002,2002,0.0,0,700,2.0,95.0,146,941,91
128500,5,864,1,864,1,1972,1972,0.0,0,360,1.0,120.0,0,0,0
123000,4,872,4,858,1,1971,1971,0.0,0,0,1.0,70.0,0,0,0
155000,6,1114,2,1114,1,2003,2004,0.0,0,814,2.0,66.0,0,0,78
177000,6,1913,2,896,1,1928,1950,0.0,1,0,0.0,57.0,0,741,0
155835,7,1456,2,728,2,2006,2006,0.0,1,0,2.0,85.0,0,728,0
108500,4,960,1,960,1,1920,1950,0.0,0,250,2.0,50.0,0,0,0
283463,8,1776,3,1732,2,2006,2007,100.0,1,80,2.0,93.0,0,0,0
200000,5,2634,4,1248,2,1969,1969,368.0,0,500,1.0,91.0,0,1296,0
171000,6,1716,2,858,1,1962,1962,318.0,1,319,1.0,70.0,0,858,84
134900,6,1176,2,698,1,1937,2000,0.0,0,0,0.0,50.0,210,390,0
410000,8,3238,3,2033,2,1995,1996,579.0,1,816,2.0,56.0,283,1185,86
170000,7,1920,2,570,3,1968,1992,143.0,1,0,1.0,102.0,0,698,98
315000,9,1980,3,1980,2,2004,2005,66.0,1,1447,2.0,129.0,194,0,45
189000,5,2601,2,612,3,1921,1998,0.0,0,0,0.0,51.0,183,1611,0
260000,7,1530,2,1530,2,2005,2005,16.0,1,1274,2.0,124.0,168,0,36
156932,6,1412,2,616,2,2006,2007,0.0,1,0,2.0,73.0,0,796,36
144152,7,1200,2,600,2,2005,2005,0.0,0,0,2.0,30.0,0,600,166
193000,7,1790,2,873,2,1999,1999,158.0,0,633,2.0,68.0,0,908,88
127000,5,1475,1,757,2,1977,1977,0.0,1,548,2.0,41.0,104,550,26
232000,8,1668,2,1657,2,2003,2003,171.0,1,370,2.0,48.0,0,0,262
105000,4,1374,1,840,1,1920,1950,0.0,0,315,2.0,90.0,0,534,0
165500,6,1661,1,992,1,1955,1996,0.0,1,831,1.0,80.0,0,0,28
274300,7,2097,2,1108,2,1998,1998,0.0,1,975,2.0,75.0,253,989,170
250000,7,1958,3,1026,2,2005,2005,0.0,1,0,2.0,85.0,154,932,210
239000,8,1571,3,1571,2,2007,2007,80.0,1,0,2.0,89.0,100,0,36
91000,6,790,1,768,1,1930,1950,0.0,0,384,0.0,52.0,0,0,141
117000,5,1604,2,984,2,1941,1960,0.0,0,408,1.0,60.0,0,620,68
83000,6,987,1,483,1,1973,1973,408.0,0,309,1.0,21.0,72,504,0
167500,5,1394,2,384,2,2006,2007,0.0,0,0,2.0,73.0,100,640,0
58500,3,864,1,864,1,1914,1950,0.0,0,203,0.0,45.0,0,0,0
157000,7,1762,2,596,1,1920,1950,0.0,0,0,0.0,60.0,36,764,0
105000,6,1258,1,560,1,1939,1950,0.0,0,204,0.0,60.0,0,560,0
125500,4,1154,1,796,1,1922,2007,0.0,0,735,0.0,40.0,0,358,96
250000,7,2784,2,1392,3,1978,1978,184.0,2,790,1.0,80.0,0,1392,112
136000,6,2526,1,714,2,1916,1950,0.0,1,168,0.0,60.0,88,862,15
377500,9,1746,3,1746,2,2006,2007,160.0,2,1320,2.0,42.0,201,0,39
131000,6,1218,2,735,1,1941,1950,0.0,1,375,0.0,60.0,0,349,0
235000,7,1525,2,1525,2,2000,2000,244.0,0,1400,2.0,70.0,219,0,36
124000,5,1584,3,1584,2,1967,1967,0.0,0,0,1.0,65.0,0,0,152
123000,5,900,1,864,1,1967,1967,0.0,1,769,1.0,68.0,175,0,144
163000,6,1912,2,482,2,1905,2000,0.0,1,0,0.0,60.0,0,691,25
246578,7,1500,3,1356,2,2006,2006,45.0,1,1070,2.0,53.0,161,0,20
281213,8,2482,3,1094,2,2005,2006,245.0,1,0,2.0,88.0,144,1349,39
137500,5,1513,1,939,1,1920,2004,0.0,0,0,0.0,51.0,24,574,0
138000,5,1904,1,1208,1,1950,1982,0.0,0,180,1.0,60.0,0,768,0
137450,6,1608,1,976,2,1925,1990,0.0,1,264,0.0,51.0,147,448,16
120000,6,1158,1,862,1,1929,1950,0.0,1,0,0.0,50.0,0,208,0
193000,6,1593,2,839,2,2004,2004,0.0,1,759,2.0,62.0,100,729,75
193879,7,1294,2,1286,2,2006,2006,0.0,1,0,2.0,64.0,168,0,55
282922,8,1464,3,1485,2,2007,2007,84.0,0,929,2.0,49.0,168,0,160
105000,3,1214,3,672,1,1915,1950,0.0,0,0,2.0,60.0,216,520,0
275000,8,1646,2,1594,2,2004,2005,174.0,1,1373,2.0,44.0,128,0,53
133000,5,768,2,768,1,1972,2007,0.0,0,656,1.0,70.0,58,0,0
125500,4,1363,2,622,1,1910,1950,0.0,0,0,1.0,60.0,0,622,0
215000,7,2093,2,791,2,1986,1991,123.0,1,0,1.0,46.0,364,857,63
230000,7,1840,2,944,2,2001,2001,0.0,0,666,2.0,79.0,0,896,45
140000,6,1668,1,856,1,1950,2005,0.0,0,120,1.0,80.0,0,556,0
90000,4,1040,2,0,2,1949,1950,0.0,0,0,3.0,60.0,0,0,0
257000,8,1844,2,1844,2,2005,2006,366.0,1,976,2.0,88.0,165,0,44
207000,6,1848,2,833,1,1923,2000,0.0,1,0,0.0,64.0,0,795,0
175900,7,1569,3,1386,2,2007,2007,130.0,1,988,2.0,51.0,143,0,20
122500,4,2290,2,777,2,1885,1950,0.0,0,0,2.0,60.0,0,1044,0
124000,5,1144,1,1144,1,1963,1963,0.0,0,25,1.0,71.0,0,0,88
179900,6,1416,2,708,2,1968,1968,420.0,1,404,1.0,90.0,0,708,169
127500,6,1069,2,1069,2,1977,1977,0.0,1,360,1.0,53.0,0,0,55
136500,6,848,2,848,1,2003,2003,170.0,0,686,2.0,37.0,140,0,0
142000,6,1252,2,1252,1,1959,1959,243.0,0,0,1.0,80.0,0,0,39
271000,7,2127,2,1223,2,1994,1994,448.0,2,1000,2.0,81.0,171,904,132
140000,5,1558,1,913,1,1945,1950,0.0,1,580,1.0,60.0,0,510,0
119000,5,804,1,788,1,1940,1992,294.0,2,510,1.0,60.0,0,0,0
192140,5,1838,2,732,2,2005,2005,0.0,1,0,2.0,60.0,100,1104,40
64500,4,968,1,656,2,1927,2007,0.0,0,0,0.0,60.0,0,0,0
186500,6,1792,2,936,2,2000,2000,318.0,1,0,2.0,93.0,0,830,0
160000,5,1126,2,1126,2,1977,1977,0.0,1,936,1.0,80.0,295,0,41
174000,6,1537,2,1319,1,1962,2005,237.0,1,0,1.0,80.0,0,0,36
120500,4,864,2,864,1,1971,1971,0.0,0,616,2.0,60.0,0,0,0
394617,8,1932,3,1932,2,2008,2008,426.0,1,1336,2.0,96.0,0,0,66
149700,6,1236,2,912,1,1957,1996,0.0,0,600,1.0,90.0,0,0,158
197000,7,1725,2,539,2,1979,1979,96.0,1,315,1.0,80.0,0,685,88
191000,6,2555,2,588,2,1922,1994,0.0,1,0,0.0,79.0,431,748,0
310000,10,2007,3,1017,2,2008,2008,160.0,1,765,2.0,85.0,168,981,52
179600,7,1422,2,1422,2,2004,2004,106.0,0,0,2.0,63.0,192,0,60
129000,6,913,1,814,1,1966,1966,0.0,0,187,1.0,70.0,0,0,0
240000,8,2090,2,1220,2,1995,1996,438.0,1,1079,2.0,80.0,0,870,65
112000,4,1346,1,560,1,1910,2000,0.0,0,0,1.0,70.0,168,550,24
287090,8,1578,3,1573,2,2008,2009,194.0,1,0,2.0,78.0,0,0,36
145000,5,1072,2,547,1,2005,2005,80.0,0,547,2.0,35.0,0,0,28
185000,7,1221,2,1221,2,2004,2005,0.0,0,410,2.0,62.0,0,0,113
175000,6,1647,2,953,2,1999,2000,0.0,1,0,2.0,62.0,0,694,40
210000,6,2073,2,1542,2,1978,1988,119.0,2,790,1.0,85.0,349,0,0
266500,7,2340,1,1152,2,1941,2006,0.0,2,275,4.0,66.0,0,1152,60
142125,5,1078,1,1078,1,1950,1996,0.0,0,49,1.0,68.0,366,0,0
147500,5,1256,1,1256,1,1965,1965,0.0,0,830,1.0,75.0,736,0,68
